Lrhomboides-Gene-Name,Percent-Identity,E-value,Bit-Score,Query-Coverage-Percent,Match-Ensembl-ID,Gene-Name,Gene-Description
Lrhomboides00019974,92.508,0,1167,63,ENSSAUG00010019067,,Rho guanine nucleotide exchange factor 4 [Source:NCBI gene;Acc:115569612]
Lrhomboides00019975,94.118,6.20E-31,103,100,ENSSAUG00010019697,chchd7,coiled-coil-helix-coiled-coil-helix domain containing 7 [Source:ZFIN;Acc:ZDB-GENE-080204-55]
Lrhomboides00019977,95.525,0,1010,82,ENSSAUG00010019706,steap2,STEAP2 metalloreductase [Source:NCBI gene;Acc:115570304]
Lrhomboides00019978,96.45,2.59E-119,338,89,ENSSAUG00010019707,alg14,ALG14 UDP-N-acetylglucosaminyltransferase subunit [Source:NCBI gene;Acc:115570306]
Lrhomboides00019979,95.963,0,643,80,ENSSAUG00010019709,cnn3b,calponin 3 [Source:NCBI gene;Acc:115570232]
Lrhomboides00019980,87.39,0,6270,83,ENSSAUG00010019746,cubn,cubilin [Source:NCBI gene;Acc:115570195]
Lrhomboides00019981,90.672,3.75E-171,477,89,ENSSAUG00010019712,f3a,coagulation factor III; tissue factor [Source:NCBI gene;Acc:115570196]
Lrhomboides00019983,99.609,0,525,82,ENSSAUG00010019793,c1ql3a,complement C1q like 3 [Source:NCBI gene;Acc:115569637]
Lrhomboides00019984,75.82,7.61E-135,384,87,ENSSAUG00010008592,,
Lrhomboides00019988,83.012,3.94E-143,419,100,ENSSAUG00010014664,,calcium/calmodulin-dependent 3';5'-cyclic nucleotide phosphodiesterase 1C-like [Source:NCBI gene;Acc:115570140]
Lrhomboides00020001,96.262,0,1481,100,ENSSAUG00010016411,plppr4b,phospholipid phosphatase-related protein type 4-like [Source:NCBI gene;Acc:115570029]
Lrhomboides00020003,90.343,0,580,93,ENSSAUG00010016417,plppr5b,phospholipid phosphatase-related protein type 5-like [Source:NCBI gene;Acc:115570251]
Lrhomboides00020004,96.721,0,738,94,ENSSAUG00010016421,snx7,sorting nexin 7 [Source:ZFIN;Acc:ZDB-GENE-040704-77]
Lrhomboides00020012,90.625,0,864,96,ENSSAUG00010014997,PTBP2,polypyrimidine tract binding protein 2 [Source:HGNC Symbol;Acc:HGNC:17662]
Lrhomboides00020013,94.662,0,558,100,ENSSAUG00010018541,HCCS,cytochrome c-type heme lyase [Source:NCBI gene;Acc:115569569]
Lrhomboides00020016,88.132,0,1544,100,ENSSAUG00010018546,reck,reversion-inducing-cysteine-rich protein with kazal motifs [Source:NCBI gene;Acc:100334698]
Lrhomboides00020017,79.794,0,759,74,ENSSAUG00010018562,tgfbr1b,transforming growth factor; beta receptor 1 b [Source:ZFIN;Acc:ZDB-GENE-091027-1]
Lrhomboides00020018,96.984,0,879,100,ENSSAUG00010018881,lancl2,LanC like 2 [Source:NCBI gene;Acc:115569759]
Lrhomboides00020019,80.303,0,1233,94,ENSSAUG00010025249,scospondin,subcommissural organ spondin [Source:ZFIN;Acc:ZDB-GENE-051114-1]
Lrhomboides00020020,99.344,0,637,61,ENSSAUG00010025198,GFOD1,glucose-fructose oxidoreductase domain containing 1 [Source:NCBI gene;Acc:115570128]
Lrhomboides00020021,93.364,0,2053,100,ENSSAUG00010025206,slc12a7b,solute carrier family 12 member 7-like [Source:NCBI gene;Acc:115570041]
Lrhomboides00020023,96.221,0,1503,100,ENSSAUG00010025246,aoc1,amine oxidase copper containing 1 [Source:NCBI gene;Acc:115569609]
Lrhomboides00020026,93.784,0,921,89,ENSSAUG00010025473,,
Lrhomboides00020029,95.987,0,1145,71,ENSSAUG00010025475,ift74,intraflagellar transport 74 [Source:NCBI gene;Acc:115569773]
Lrhomboides00020030,79.341,0,513,93,ENSSAUG00010025476,,leucine rich repeat containing 19 [Source:NCBI gene;Acc:115569774]
Lrhomboides00020031,88.773,0,1760,99,ENSSAUG00010025477,,zinc finger CCHC-type containing 2 [Source:NCBI gene;Acc:115569771]
Lrhomboides00020032,87.665,0,785,61,ENSSAUG00010025478,si:dkey-225n22.4,si:dkey-225n22.4 [Source:ZFIN;Acc:ZDB-GENE-120709-30]
Lrhomboides00020035,90.284,0,3080,98,ENSSAUG00010025483,HECW1,HECT; C2 and WW domain containing E3 ubiquitin protein ligase 1 [Source:NCBI gene;Acc:115570202]
Lrhomboides00020036,88.931,1.09E-145,416,95,ENSSAUG00010025487,stk17a,serine/threonine kinase 17a [Source:NCBI gene;Acc:115570442]
Lrhomboides00020037,94.612,0,900,99,ENSSAUG00010025490,map3k8,mitogen-activated protein kinase kinase kinase 8 [Source:NCBI gene;Acc:115570292]
Lrhomboides00020038,93.322,0,1099,100,ENSSAUG00010025488,mtpap,mitochondrial poly(A) polymerase [Source:NCBI gene;Acc:115570291]
Lrhomboides00020039,87.462,0,2122,74,ENSSAUG00010025491,jcada,junctional cadherin 5 associated a [Source:ZFIN;Acc:ZDB-GENE-111221-2]
Lrhomboides00020040,98.092,0,531,100,ENSSAUG00010025493,bambia,BMP and activin membrane bound inhibitor [Source:NCBI gene;Acc:115570468]
Lrhomboides00020041,86.552,0,987,96,ENSSAUG00010025494,waca,WW domain containing adaptor with coiled-coil a [Source:NCBI gene;Acc:323904]
Lrhomboides00020042,97.945,9.07E-99,297,100,ENSSAUG00010025557,mpp7a,membrane protein; palmitoylated 7a (MAGUK p55 subfamily member 7) [Source:NCBI gene;Acc:30166]
Lrhomboides00020043,83.766,2.05E-88,272,82,ENSSAUG00010025557,mpp7a,membrane protein; palmitoylated 7a (MAGUK p55 subfamily member 7) [Source:NCBI gene;Acc:30166]
Lrhomboides00020044,95.709,0,2056,100,ENSSAUG00010025748,armc4,armadillo repeat-containing protein 4-like [Source:NCBI gene;Acc:115570064]
Lrhomboides00020045,87.042,0,625,83,ENSSAUG00010025751,mkxa,mohawk homeobox [Source:NCBI gene;Acc:115569562]
Lrhomboides00020046,99.51,3.48E-151,418,100,ENSSAUG00010025752,rab18a,RAB18; member RAS oncogene family [Source:NCBI gene;Acc:115570260]
Lrhomboides00020047,96.887,0,1617,100,ENSSAUG00010025771,itgb1a,integrin subunit beta 1 [Source:NCBI gene;Acc:115570247]
Lrhomboides00020050,100,1.47E-35,128,71,ENSSAUG00010026354,nrp1a,neuropilin 1 [Source:NCBI gene;Acc:115570042]
Lrhomboides00020051,88.889,9.62E-41,142,99,ENSSAUG00010026354,nrp1a,neuropilin 1 [Source:NCBI gene;Acc:115570042]
Lrhomboides00020052,98.765,1.62E-51,174,82,ENSSAUG00010026354,nrp1a,neuropilin 1 [Source:NCBI gene;Acc:115570042]
Lrhomboides00020053,96.68,0,1448,100,ENSSAUG00010026437,cul2,cullin 2 [Source:NCBI gene;Acc:115570360]
Lrhomboides00020054,95.283,8.89E-71,209,100,ENSSAUG00010026444,,cAMP-responsive element modulator-like [Source:NCBI gene;Acc:115569690]
Lrhomboides00020055,88.095,2.80E-156,447,55,ENSSAUG00010026446,ccny,cyclin Y [Source:NCBI gene;Acc:115570157]
Lrhomboides00020056,93.734,0,758,94,ENSSAUG00010026447,GJD4,gap junction protein delta 4 [Source:HGNC Symbol;Acc:HGNC:23296]
Lrhomboides00020057,87.347,0,877,83,ENSSAUG00010026449,,cytochrome P450 2F2-like [Source:NCBI gene;Acc:115570444]
Lrhomboides00020058,99.141,0,1200,100,ENSSAUG00010026462,fzd8a,frizzled class receptor 8 [Source:NCBI gene;Acc:115570443]
Lrhomboides00020059,76.655,2.27E-150,423,100,ENSSAUG00010026119,KLF6,Krueppel-like factor 6 [Source:NCBI gene;Acc:115572678]
Lrhomboides00020060,96.79,0,1673,100,ENSSAUG00010026480,pfkpa,phosphofructokinase; platelet a [Source:ZFIN;Acc:ZDB-GENE-091112-22]
Lrhomboides00020061,92.432,0,701,100,ENSSAUG00010027274,adarb2,double-stranded RNA-specific editase B2-like [Source:NCBI gene;Acc:115570498]
Lrhomboides00020062,92.235,0,987,100,ENSSAUG00010027278,wdr37,WD repeat-containing protein 37-like [Source:NCBI gene;Acc:115569750]
Lrhomboides00020063,91.259,0,535,100,ENSSAUG00010027280,idi1,isopentenyl-diphosphate delta isomerase 1 [Source:NCBI gene;Acc:115569751]
Lrhomboides00020065,95.44,0,582,100,ENSSAUG00010027351,rmdn1,regulator of microtubule dynamics 1 [Source:NCBI gene;Acc:115569712]
Lrhomboides00020066,96.934,0,1909,95,ENSSAUG00010027384,wwp1,WW domain containing E3 ubiquitin protein ligase 1 [Source:NCBI gene;Acc:115569709]
Lrhomboides00020067,83.077,1.33E-78,229,100,ENSSAUG00010027510,,agouti-signaling protein-like [Source:NCBI gene;Acc:115569676]
Lrhomboides00020068,96.012,0,613,100,ENSSAUG00010027512,snx16,sorting nexin-16-like [Source:NCBI gene;Acc:115569728]
Lrhomboides00020069,80.984,0,643,55,ENSSAUG00010027513,,
Lrhomboides00020070,96.226,2.50E-68,211,89,ENSSAUG00010027516,,leukocyte elastase inhibitor-like [Source:NCBI gene;Acc:115569725]
Lrhomboides00020072,82.946,0,669,52,ENSSAUG00010027516,,leukocyte elastase inhibitor-like [Source:NCBI gene;Acc:115569725]
Lrhomboides00020073,96.273,8.20E-112,325,100,ENSSAUG00010027516,,leukocyte elastase inhibitor-like [Source:NCBI gene;Acc:115569725]
Lrhomboides00020074,79.897,0,634,56,ENSSAUG00010027516,,leukocyte elastase inhibitor-like [Source:NCBI gene;Acc:115569725]
Lrhomboides00020075,88.406,0,721,71,ENSSAUG00010002631,pigm,phosphatidylinositol glycan anchor biosynthesis class M [Source:NCBI gene;Acc:115569593]
Lrhomboides00020076,92.419,0,1175,96,ENSSAUG00010002714,,aryl-hydrocarbon receptor repressor [Source:NCBI gene;Acc:115570445]
Lrhomboides00020077,98.889,7.10E-61,181,98,ENSSAUG00010002714,,aryl-hydrocarbon receptor repressor [Source:NCBI gene;Acc:115570445]
Lrhomboides00020078,97.747,0,1859,100,ENSSAUG00010002733,ANKS6,ankyrin repeat and sterile alpha motif domain containing 6 [Source:NCBI gene;Acc:115570436]
Lrhomboides00020079,100,1.51E-82,238,100,ENSSAUG00010002747,RPS20,ribosomal protein S20 [Source:NCBI gene;Acc:115570461]
Lrhomboides00020080,93.639,0,1466,100,ENSSAUG00010002755,zgc:56231,kinesin-like protein KIF20A [Source:NCBI gene;Acc:115570460]
Lrhomboides00020081,93.87,5.99E-170,471,100,ENSSAUG00010002765,rgs9bp,regulator of G-protein signaling 9-binding protein B-like [Source:NCBI gene;Acc:115569717]
Lrhomboides00020082,93.127,0,562,100,ENSSAUG00010002768,,mitochondrial calcium uniporter regulator 1-like [Source:NCBI gene;Acc:115569591]
Lrhomboides00020083,94.908,0,981,100,ENSSAUG00010002772,dph2,diphthamide biosynthesis 2 [Source:NCBI gene;Acc:115570343]
Lrhomboides00020084,86.616,0,917,100,ENSSAUG00010002782,ncf2,neutrophil cytosolic factor 2 [Source:NCBI gene;Acc:115570341]
Lrhomboides00020085,98.274,0,1771,100,ENSSAUG00010002894,garem,GRB2 associated regulator of MAPK1 subtype 1 [Source:NCBI gene;Acc:115569533]
Lrhomboides00020086,92.802,0,7826,100,ENSSAUG00010003038,prkdc,protein kinase; DNA-activated; catalytic subunit [Source:ZFIN;Acc:ZDB-GENE-030131-9008]
Lrhomboides00020087,96.944,0,2551,99,ENSSAUG00010005341,arhgap29a,Rho GTPase activating protein 29 [Source:NCBI gene;Acc:115570224]
Lrhomboides00020088,94.476,0,4484,99,ENSSAUG00010005917,abca4a,ATP-binding cassette; sub-family A (ABC1); member 4a [Source:ZFIN;Acc:ZDB-GENE-050517-3]
Lrhomboides00020089,98.031,0,526,80,ENSSAUG00010006453,tecrl2a,trans-2;3-enoyl-CoA reductase-like 2a [Source:ZFIN;Acc:ZDB-GENE-131121-138]
Lrhomboides00020090,98.858,0,912,99,ENSSAUG00010006456,olfm3a,olfactomedin 3 [Source:NCBI gene;Acc:115569553]
Lrhomboides00020092,97.516,0,965,62,ENSSAUG00010006468,rnpc3,RNA binding region (RNP1; RRM) containing 3 [Source:NCBI gene;Acc:115570495]
Lrhomboides00020093,96.629,2.50E-125,352,100,ENSSAUG00010006465,,
Lrhomboides00020094,87.719,1.09E-66,213,66,ENSSAUG00010006493,ntng1a,netrin G1 [Source:NCBI gene;Acc:115569798]
Lrhomboides00020095,98.28,0,1565,99,ENSSAUG00010006501,VAV3,vav guanine nucleotide exchange factor 3 [Source:NCBI gene;Acc:115569801]
Lrhomboides00020096,90.336,8.87E-147,414,84,ENSSAUG00010006551,,
Lrhomboides00020097,91.848,0,683,100,ENSSAUG00010006557,sh3glb1a,SH3-domain GRB2-like endophilin B1a [Source:ZFIN;Acc:ZDB-GENE-050417-89]
Lrhomboides00020098,90.657,0,1218,100,ENSSAUG00010006568,nrros,negative regulator of reactive oxygen species [Source:NCBI gene;Acc:115570462]
Lrhomboides00020099,99.654,0,595,100,ENSSAUG00010006569,fbxo45,F-box protein 45 [Source:NCBI gene;Acc:115570183]
Lrhomboides00020100,98.02,1.42E-131,369,100,ENSSAUG00010006572,fam168b,family with sequence similarity 168 member B [Source:NCBI gene;Acc:115570184]
Lrhomboides00020101,88.802,0,897,75,ENSSAUG00010006576,,RB binding protein 8; endonuclease [Source:NCBI gene;Acc:115570078]
Lrhomboides00020102,95.238,0,534,100,ENSSAUG00010006580,tmem241,transmembrane protein 241 [Source:NCBI gene;Acc:115570079]
Lrhomboides00020103,84.199,0,1519,99,ENSSAUG00010006611,nsmaf,neutral sphingomyelinase (N-SMase) activation associated factor [Source:ZFIN;Acc:ZDB-GENE-050417-342]
Lrhomboides00020104,85.857,0,979,82,ENSSAUG00010006760,cngb3.1,cyclic nucleotide gated channel subunit beta 3; tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-090611-1]
Lrhomboides00020105,93.502,0,1164,96,ENSSAUG00010006878,,cyclic nucleotide gated channel subunit beta 3; tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-091118-102]
Lrhomboides00020106,100,3.18E-173,490,100,ENSSAUG00010007043,MMP16,matrix metalloproteinase-16-like [Source:NCBI gene;Acc:115570062]
Lrhomboides00020107,96.196,8.94E-127,374,72,ENSSAUG00010007043,MMP16,matrix metalloproteinase-16-like [Source:NCBI gene;Acc:115570062]
Lrhomboides00020108,96.386,4.78E-119,334,100,ENSSAUG00010008220,pomp,proteasome maturation protein [Source:NCBI gene;Acc:115569559]
Lrhomboides00020109,83.607,3.08E-109,310,100,ENSSAUG00010008227,,cytidine deaminase [Source:HGNC Symbol;Acc:HGNC:1712]
Lrhomboides00020110,76,6.40E-170,475,93,ENSSAUG00010008236,,uncharacterized protein C11orf65 homolog [Source:NCBI gene;Acc:115569740]
Lrhomboides00020111,95.946,9.85E-107,303,94,ENSSAUG00010008238,RAMP3,receptor activity-modifying protein 3-like [Source:NCBI gene;Acc:115570383]
Lrhomboides00020113,96.207,0,1100,100,ENSSAUG00010010986,SLC22A17,solute carrier family 22 member 17 [Source:NCBI gene;Acc:115569855]
Lrhomboides00020114,85.93,2.96E-118,334,99,ENSSAUG00010010989,,
Lrhomboides00020115,90.354,0,507,100,ENSSAUG00010010992,ngdn,neuroguidin [Source:NCBI gene;Acc:115569754]
Lrhomboides00020116,92.606,0,529,100,ENSSAUG00010010995,pabpn1,poly(A) binding protein nuclear 1 [Source:NCBI gene;Acc:115569757]
Lrhomboides00020118,91.63,1.06E-146,409,100,ENSSAUG00010010997,thtpa,thiamine triphosphatase [Source:ZFIN;Acc:ZDB-GENE-070502-2]
Lrhomboides00020119,92.446,0,1038,97,ENSSAUG00010011009,dcaf11,DDB1 and CUL4 associated factor 11 [Source:NCBI gene;Acc:115569664]
Lrhomboides00020120,95.035,0,524,88,ENSSAUG00010011606,FITM1,fat storage inducing transmembrane protein 1 [Source:HGNC Symbol;Acc:HGNC:33714]
Lrhomboides00020121,96.4,4.26E-179,493,100,ENSSAUG00010011610,psme1,proteasome activator subunit 1 [Source:NCBI gene;Acc:115569666]
Lrhomboides00020122,94.34,0,1228,100,ENSSAUG00010011633,pck2,phosphoenolpyruvate carboxykinase 2 (mitochondrial) [Source:ZFIN;Acc:ZDB-GENE-040426-2266]
Lrhomboides00020123,98.947,0,779,100,ENSSAUG00010011706,fen1,flap endonuclease 1 [Source:NCBI gene;Acc:115570294]
Lrhomboides00020124,97.701,0,1214,100,ENSSAUG00010011717,tm9sf1,transmembrane 9 superfamily member 1 [Source:NCBI gene;Acc:115570293]
Lrhomboides00020125,89.845,0,782,73,ENSSAUG00010011725,nanog,homeobox protein Hox-A5-like [Source:NCBI gene;Acc:115570070]
Lrhomboides00020126,98.716,0,2215,100,ENSSAUG00010011737,ipo4,importin 4 [Source:NCBI gene;Acc:115570067]
Lrhomboides00020127,94.776,8.13E-91,263,86,ENSSAUG00010011790,si:ch211-196f5.2,si:ch211-196f5.2 [Source:ZFIN;Acc:ZDB-GENE-041014-306]
Lrhomboides00020128,91.408,0,945,100,ENSSAUG00010011793,rec8b,REC8 meiotic recombination protein [Source:NCBI gene;Acc:115570069]
Lrhomboides00020129,100,3.26E-86,250,100,ENSSAUG00010011800,pdcd6,programmed cell death 6 [Source:NCBI gene;Acc:115570278]
Lrhomboides00020130,95.793,0,598,100,ENSSAUG00010011886,zgc:101569,probable enoyl-CoA hydratase [Source:NCBI gene;Acc:115570025]
Lrhomboides00020131,78.319,1.45E-118,347,84,ENSSAUG00010011890,bmp6,bone morphogenetic protein 6 [Source:NCBI gene;Acc:115570023]
Lrhomboides00020132,97.087,0,838,74,ENSSAUG00010011895,txndc5,thioredoxin domain containing 5 [Source:NCBI gene;Acc:115570024]
Lrhomboides00020133,98.052,2.92E-109,308,100,ENSSAUG00010012166,bloc1s5,biogenesis of lysosomal organelles complex 1 subunit 5 [Source:NCBI gene;Acc:115570371]
Lrhomboides00020134,96.532,1.70E-124,348,100,ENSSAUG00010012170,eef1e1,eukaryotic translation elongation factor 1 epsilon 1 [Source:NCBI gene;Acc:115570372]
Lrhomboides00020135,98.681,0,756,99,ENSSAUG00010012180,slc35b3,solute carrier family 35 member B3 [Source:NCBI gene;Acc:115570385]
Lrhomboides00020136,93.676,2.76E-165,484,100,ENSSAUG00010012461,,
Lrhomboides00020138,98.856,0,887,100,ENSSAUG00010012467,tfap2a,transcription factor AP-2 alpha [Source:NCBI gene;Acc:115570348]
Lrhomboides00020140,88.78,0,1229,100,ENSSAUG00010012498,mak,male germ cell associated kinase [Source:NCBI gene;Acc:115570408]
Lrhomboides00020141,95,0,520,100,ENSSAUG00010012517,plcxd2,PI-PLC X domain-containing protein 2-like [Source:NCBI gene;Acc:115569744]
Lrhomboides00020142,92.897,0,2674,100,ENSSAUG00010012519,phldb2b,pleckstrin homology-like domain family B member 2 [Source:NCBI gene;Acc:115570172]
Lrhomboides00020143,97.338,0,534,96,ENSSAUG00010012531,tlcd4a,TLC domain-containing protein 4-B-like [Source:NCBI gene;Acc:115569538]
Lrhomboides00020144,85.659,0,916,99,ENSSAUG00010012539,bco1,beta;beta-carotene 15;15'-dioxygenase-like [Source:NCBI gene;Acc:115569537]
Lrhomboides00020145,97.143,0,632,100,ENSSAUG00010012563,zc2hc1a,zinc finger C2HC-type containing 1A [Source:NCBI gene;Acc:115570071]
Lrhomboides00020146,82.119,1.21E-81,240,88,ENSSAUG00010012569,,uncharacterized LOC115570072 [Source:NCBI gene;Acc:115570072]
Lrhomboides00020147,100,2.00E-71,231,100,ENSSAUG00010012576,ctnnd2a,catenin delta-2-like [Source:NCBI gene;Acc:115570273]
Lrhomboides00020148,98.883,0,728,100,ENSSAUG00010012576,ctnnd2a,catenin delta-2-like [Source:NCBI gene;Acc:115570273]
Lrhomboides00020150,88.743,0,862,100,ENSSAUG00010012803,ankrd33ba,ankyrin repeat domain 33B [Source:NCBI gene;Acc:115569582]
Lrhomboides00020151,94.298,1.99E-160,444,100,ENSSAUG00010012805,ropn1l,rhophilin associated tail protein 1 like [Source:NCBI gene;Acc:115569627]
Lrhomboides00020152,98.992,0,1136,100,ENSSAUG00010012813,nup58,nucleoporin 58 [Source:NCBI gene;Acc:115569703]
Lrhomboides00020153,98.62,0,1352,100,ENSSAUG00010012965,mtmr6,myotubularin related protein 6 [Source:NCBI gene;Acc:115569702]
Lrhomboides00020154,85.163,0,607,78,ENSSAUG00010015537,,beta-1;4-galactosyltransferase 2-like [Source:NCBI gene;Acc:115569651]
Lrhomboides00020157,86.957,0,743,84,ENSSAUG00010002798,hnf4g,hepatocyte nuclear factor 4-gamma-like [Source:NCBI gene;Acc:115569542]
Lrhomboides00020158,80.15,2.30E-152,429,88,ENSSAUG00010002955,GPR141,si:dkey-94e7.1 [Source:ZFIN;Acc:ZDB-GENE-070912-610]
Lrhomboides00020159,91.854,0,1732,100,ENSSAUG00010002976,pign,phosphatidylinositol glycan anchor biosynthesis class N [Source:NCBI gene;Acc:115569861]
Lrhomboides00020160,90.833,0,2073,100,ENSSAUG00010003343,relch,RAB11 binding and LisH domain; coiled-coil and HEAT repeat containing [Source:NCBI gene;Acc:115569859]
Lrhomboides00020161,88.333,0,1123,100,ENSSAUG00010013252,tnfrsf11a,TNF receptor superfamily member 11a [Source:NCBI gene;Acc:115569561]
Lrhomboides00020162,83.444,3.28E-166,476,51,ENSSAUG00010013255,si:dkey-73n8.3,retinol dehydrogenase 11-like [Source:NCBI gene;Acc:115570496]
Lrhomboides00020163,75.697,5.20E-127,365,63,ENSSAUG00010013258,tpk1,thiamin pyrophosphokinase 1 [Source:NCBI gene;Acc:115569639]
Lrhomboides00020164,100,8.22E-43,134,97,ENSSAUG00010013257,sec61g,SEC61 translocon gamma subunit [Source:ZFIN;Acc:ZDB-GENE-040718-203]
Lrhomboides00020165,96.383,0,956,87,ENSSAUG00010013278,CNTNAP2,contactin associated protein like 2 [Source:NCBI gene;Acc:115569638]
Lrhomboides00020166,94.475,3.96E-98,310,97,ENSSAUG00010013278,CNTNAP2,contactin associated protein like 2 [Source:NCBI gene;Acc:115569638]
Lrhomboides00020167,96.175,3.77E-133,372,100,ENSSAUG00010015198,ptgdsb.1,lipocalin-like [Source:NCBI gene;Acc:115570218]
Lrhomboides00020168,86.574,8.83E-128,360,100,ENSSAUG00010015199,c8g,complement component 8; gamma polypeptide [Source:ZFIN;Acc:ZDB-GENE-040426-1898]
Lrhomboides00020169,96.237,1.08E-135,378,100,ENSSAUG00010015200,msrb2,methionine sulfoxide reductase B2 [Source:NCBI gene;Acc:115570221]
Lrhomboides00020170,81.706,0,1298,100,ENSSAUG00010015201,armc3,armadillo repeat containing 3 [Source:ZFIN;Acc:ZDB-GENE-110614-1]
Lrhomboides00020171,99.097,0,905,100,ENSSAUG00010015204,pip4k2aa,phosphatidylinositol-5-phosphate 4-kinase type 2 alpha [Source:NCBI gene;Acc:115569590]
Lrhomboides00020173,98.81,0,685,86,ENSSAUG00010015363,bmi1a,bmi1 polycomb ring finger oncogene 1a [Source:NCBI gene;Acc:321505]
Lrhomboides00020174,92.537,6.17E-136,379,100,ENSSAUG00010015364,commd3,COMM domain containing 3 [Source:ZFIN;Acc:ZDB-GENE-041219-3]
Lrhomboides00020175,92.574,0,1435,88,ENSSAUG00010015366,mllt10,MLLT10 histone lysine methyltransferase DOT1L cofactor [Source:NCBI gene;Acc:115569865]
Lrhomboides00020176,95.902,0,1667,100,ENSSAUG00010015368,SKIDA1,SKI/DACH domain containing 1 [Source:NCBI gene;Acc:115569866]
Lrhomboides00020177,77.341,0,2540,56,ENSSAUG00010015369,,
Lrhomboides00020178,83.459,1.53E-80,238,96,ENSSAUG00010015622,,complement C1q subcomponent subunit B-like [Source:NCBI gene;Acc:115569602]
Lrhomboides00020179,96.406,0,1263,100,ENSSAUG00010015623,pdia4,protein disulfide isomerase family A member 4 [Source:NCBI gene;Acc:115569597]
Lrhomboides00020180,82.348,0,1848,100,ENSSAUG00010015377,GPT,alanine aminotransferase 2-like [Source:NCBI gene;Acc:115569601]
Lrhomboides00020181,88.989,0,966,100,ENSSAUG00010015666,foxh1,forkhead box H1 [Source:NCBI gene;Acc:115569599]
Lrhomboides00020182,89.441,0,2358,93,ENSSAUG00010015675,oplah,5-oxoprolinase; ATP-hydrolysing [Source:NCBI gene;Acc:115569682]
Lrhomboides00020183,85.455,0,1214,100,ENSSAUG00010015728,shrprbck1r,ranBP-type and C3HC4-type zinc finger-containing protein 1 [Source:NCBI gene;Acc:115569683]
Lrhomboides00020184,95.902,7.25E-71,209,100,ENSSAUG00010015733,prlh2,prolactin releasing hormone [Source:NCBI gene;Acc:115570226]
Lrhomboides00020185,92.873,0,1458,89,ENSSAUG00010015738,,myosin VIIA and Rab interacting protein [Source:NCBI gene;Acc:115570225]
Lrhomboides00020187,90.551,1.09E-83,241,100,ENSSAUG00010015751,NDUFB4,NADH:ubiquinone oxidoreductase subunit B4 [Source:NCBI gene;Acc:115570328]
Lrhomboides00020188,95.9,0,879,100,ENSSAUG00010015768,hgd,homogentisate 1;2-dioxygenase [Source:NCBI gene;Acc:115570327]
Lrhomboides00020189,97.84,0,906,100,ENSSAUG00010015972,arxa,aristaless related homeobox [Source:NCBI gene;Acc:115569652]
Lrhomboides00020190,92.369,0,946,100,ENSSAUG00010016007,pola1,DNA polymerase alpha 1; catalytic subunit [Source:NCBI gene;Acc:115570344]
Lrhomboides00020191,93.958,0,1882,100,ENSSAUG00010016007,pola1,DNA polymerase alpha 1; catalytic subunit [Source:NCBI gene;Acc:115570344]
Lrhomboides00020192,99.712,0,723,100,ENSSAUG00010019386,pcyt1ba,phosphate cytidylyltransferase 1; choline; beta [Source:NCBI gene;Acc:115569805]
Lrhomboides00020193,96.998,0,866,100,ENSSAUG00010019393,pdk3a,pyruvate dehydrogenase kinase; isozyme 3a [Source:ZFIN;Acc:ZDB-GENE-061220-3]
Lrhomboides00020194,95.046,0,611,99,ENSSAUG00010019560,slc51a,organic solute transporter subunit alpha-like [Source:NCBI gene;Acc:115569807]
Lrhomboides00020195,96.8,0,747,100,ENSSAUG00010019567,zdhhc20b,zinc finger DHHC-type containing 20b [Source:ZFIN;Acc:ZDB-GENE-091117-30]
Lrhomboides00020196,96.009,0,1789,99,ENSSAUG00010019917,6-Mar,membrane-associated ring finger (C3HC4) 6 [Source:ZFIN;Acc:ZDB-GENE-070912-530]
Lrhomboides00020197,95.918,0,503,70,ENSSAUG00010020698,cmbl,carboxymethylenebutenolidase homolog [Source:NCBI gene;Acc:115570238]
Lrhomboides00020198,98.891,0,1098,100,ENSSAUG00010020700,cct5,chaperonin containing TCP1 subunit 5 [Source:NCBI gene;Acc:115570236]
Lrhomboides00020199,92.346,0,1457,100,ENSSAUG00010020705,mtrr,5-methyltetrahydrofolate-homocysteine methyltransferase reductase [Source:ZFIN;Acc:ZDB-GENE-101115-3]
Lrhomboides00020200,87.147,0,1120,98,ENSSAUG00010020712,sema5a,semaphorin 5A [Source:NCBI gene;Acc:115570206]
Lrhomboides00020202,93.145,7.56E-175,482,100,ENSSAUG00010021010,TIMM21,translocase of inner mitochondrial membrane 21 [Source:NCBI gene;Acc:115570158]
Lrhomboides00020203,99.605,0,526,91,ENSSAUG00010021012,neto1l,neuropilin and tolloid like 1 [Source:NCBI gene;Acc:115570248]
Lrhomboides00020204,96.25,1.01E-47,161,71,ENSSAUG00010021012,neto1l,neuropilin and tolloid like 1 [Source:NCBI gene;Acc:115570248]
Lrhomboides00020205,91.485,0,878,100,ENSSAUG00010021016,,F-box protein 15 [Source:NCBI gene;Acc:115569625]
Lrhomboides00020206,100,1.20E-150,417,100,ENSSAUG00010021017,cbln2b,cerebellin 2 precursor [Source:NCBI gene;Acc:115570349]
Lrhomboides00020207,81.284,0,3221,99,ENSSAUG00010021022,rttn,rotatin [Source:ZFIN;Acc:ZDB-GENE-090609-5]
