LrhomID,GOAccession,GOName,,,,,,,,,
Lrhomboides00023297,GO:0016021,integral component of membrane,,,,,,,,,
Lrhomboides00023298,GO:0008146,sulfotransferase activity,,,,,,,,,
Lrhomboides00023298,GO:0016021,integral component of membrane,,,,,,,,,
Lrhomboides00023299,,,,,,,,,,,
Lrhomboides00023300,GO:0005198,structural molecule activity,,,,,,,,,
Lrhomboides00023300,GO:0005923,bicellular tight junction,,,,,,,,,
Lrhomboides00023300,GO:0016021,integral component of membrane,,,,,,,,,
Lrhomboides00023302,GO:0005198,structural molecule activity,,,,,,,,,
Lrhomboides00023302,GO:0005923,bicellular tight junction,,,,,,,,,
Lrhomboides00023302,GO:0016021,integral component of membrane,,,,,,,,,
Lrhomboides00023303,GO:0005198,structural molecule activity,,,,,,,,,
Lrhomboides00023303,GO:0005923,bicellular tight junction,,,,,,,,,
Lrhomboides00023303,GO:0016021,integral component of membrane,,,,,,,,,
Lrhomboides00023304,GO:0005254,chloride channel activity,,,,,,,,,
Lrhomboides00023304,GO:0005524,ATP binding,,,,,,,,,
Lrhomboides00023304,GO:0006811,ion transport,,,,,,,,,
Lrhomboides00023304,GO:0016020,membrane,,,,,,,,,
Lrhomboides00023304,GO:0016021,integral component of membrane,,,,,,,,,
Lrhomboides00023304,GO:0042626,ATPase-coupled transmembrane transporter activity,,,,,,,,,
Lrhomboides00023304,GO:0055085,transmembrane transport,,,,,,,,,
Lrhomboides00023304,GO:0140359,ABC-type transporter activity,,,,,,,,,
Lrhomboides00023306,GO:0005524,ATP binding,,,,,,,,,
Lrhomboides00023306,GO:0016021,integral component of membrane,,,,,,,,,
Lrhomboides00023306,GO:0042626,ATPase-coupled transmembrane transporter activity,,,,,,,,,
Lrhomboides00023306,GO:0055085,transmembrane transport,,,,,,,,,
Lrhomboides00023306,GO:0140359,ABC-type transporter activity,,,,,,,,,
Lrhomboides00023307,,,,,,,,,,,
Lrhomboides00023308,,,,,,,,,,,
Lrhomboides00023309,GO:0005509,calcium ion binding,,,,,,,,,
Lrhomboides00023310,GO:0007275,multicellular organism development,,,,,,,,,
Lrhomboides00023310,GO:0016021,integral component of membrane,,,,,,,,,
Lrhomboides00023311,,,,,,,,,,,
Lrhomboides00023311,GO:0006879,cellular iron ion homeostasis,,,,,,,,,
Lrhomboides00023311,GO:0015232,heme transmembrane transporter activity,,,,,,,,,
Lrhomboides00023311,GO:0015886,heme transport,,,,,,,,,
Lrhomboides00023312,GO:0005243,gap junction channel activity,,,,,,,,,
Lrhomboides00023312,GO:0005921,gap junction,,,,,,,,,
Lrhomboides00023312,GO:0005922,connexin complex,,,,,,,,,
Lrhomboides00023312,GO:0007154,cell communication,,,,,,,,,
Lrhomboides00023312,GO:0007601,visual perception,,,,,,,,,
Lrhomboides00023313,,,,,,,,,,,
Lrhomboides00023314,,,,,,,,,,,
Lrhomboides00023315,GO:0005509,calcium ion binding,,,,,,,,,
Lrhomboides00023315,GO:0007160,cell-matrix adhesion,,,,,,,,,
Lrhomboides00023315,GO:0031101,fin regeneration,,,,,,,,,
Lrhomboides00023315,GO:0061386,closure of optic fissure,,,,,,,,,
Lrhomboides00023316,GO:0004930,G protein-coupled receptor activity,,,,,,,,,
Lrhomboides00023316,GO:0004957,prostaglandin E receptor activity,,,,,,,,,
Lrhomboides00023316,GO:0007186,G protein-coupled receptor signaling pathway,,,,,,,,,
Lrhomboides00023316,GO:0016021,integral component of membrane,,,,,,,,,
Lrhomboides00023316,GO:0031017,exocrine pancreas development,,,,,,,,,
Lrhomboides00023316,GO:0048793,pronephros development,,,,,,,,,
Lrhomboides00023316,GO:1990402,embryonic liver development,,,,,,,,,
Lrhomboides00023317,,,,,,,,,,,
Lrhomboides00023318,,,,,,,,,,,
Lrhomboides00023319,,,,,,,,,,,
Lrhomboides00023320,GO:0001666,response to hypoxia,,,,,,,,,
Lrhomboides00023320,GO:0005158,insulin receptor binding,,,,,,,,,
Lrhomboides00023320,GO:0008286,insulin receptor signaling pathway,,,,,,,,,
Lrhomboides00023321,GO:0003677,DNA binding,,,,,,,,,
Lrhomboides00023321,GO:0003909,DNA ligase activity,,,,,,,,,
Lrhomboides00023321,GO:0003910,DNA ligase (ATP) activity,,,,,,,,,
Lrhomboides00023321,GO:0005524,ATP binding,,,,,,,,,
Lrhomboides00023321,GO:0006281,DNA repair,,,,,,,,,
Lrhomboides00023321,GO:0006303,double-strand break repair via nonhomologous end joining,,,,,,,,,
Lrhomboides00023321,GO:0006310,DNA recombination,,,,,,,,,
Lrhomboides00023321,GO:0051103,DNA ligation involved in DNA repair,,,,,,,,,
Lrhomboides00023321,GO:0071897,DNA biosynthetic process,,,,,,,,,
Lrhomboides00023322,,,,,,,,,,,
Lrhomboides00023323,,,,,,,,,,,
Lrhomboides00023324,GO:0004930,G protein-coupled receptor activity,,,,,,,,,
Lrhomboides00023324,GO:0007186,G protein-coupled receptor signaling pathway,,,,,,,,,
Lrhomboides00023324,GO:0015054,gastrin receptor activity,,,,,,,,,
Lrhomboides00023324,GO:0016021,integral component of membrane,,,,,,,,,
Lrhomboides00023325,GO:0004181,metallocarboxypeptidase activity,,,,,,,,,
Lrhomboides00023325,GO:0006508,proteolysis,,,,,,,,,
Lrhomboides00023325,GO:0008270,zinc ion binding,,,,,,,,,
Lrhomboides00023325,GO:0046658,anchored component of plasma membrane,,,,,,,,,
Lrhomboides00023326,GO:0004181,metallocarboxypeptidase activity,,,,,,,,,
Lrhomboides00023326,GO:0006508,proteolysis,,,,,,,,,
Lrhomboides00023326,GO:0008270,zinc ion binding,,,,,,,,,
Lrhomboides00023326,GO:0046658,anchored component of plasma membrane,,,,,,,,,
Lrhomboides00023327,GO:0016787,hydrolase activity,,,,,,,,,
Lrhomboides00023329,,,,,,,,,,,
Lrhomboides00023330,GO:0004672,protein kinase activity,,,,,,,,,
Lrhomboides00023330,GO:0005524,ATP binding,,,,,,,,,
Lrhomboides00023330,GO:0006468,protein phosphorylation,,,,,,,,,
Lrhomboides00023331,GO:0005515,protein binding,,,,,,,,,
Lrhomboides00023332,,,,,,,,,,,
Lrhomboides00023335,GO:0003676,nucleic acid binding,,,,,,,,,
Lrhomboides00023335,GO:0003723,RNA binding,,,,,,,,,
Lrhomboides00023336,GO:0005886,plasma membrane,,,,,,,,,
Lrhomboides00023336,GO:0030548,acetylcholine receptor regulator activity,,,,,,,,,
Lrhomboides00023336,GO:0046658,anchored component of plasma membrane,,,,,,,,,
Lrhomboides00023336,GO:0060061,Spemann organizer formation,,,,,,,,,
Lrhomboides00023336,GO:0060827,regulation of canonical Wnt signaling pathway involved in neural plate anterior/posterior pattern formation,,,,,,,,,
Lrhomboides00023336,GO:0090263,positive regulation of canonical Wnt signaling pathway,,,,,,,,,
Lrhomboides00023336,GO:2000053,regulation of Wnt signaling pathway involved in dorsal/ventral axis specification,,,,,,,,,
Lrhomboides00023337,GO:0009235,cobalamin metabolic process,,,,,,,,,
Lrhomboides00023338,GO:0003924,GTPase activity,,,,,,,,,
Lrhomboides00023338,GO:0005525,GTP binding,,,,,,,,,
Lrhomboides00023339,GO:0003924,GTPase activity,,,,,,,,,
Lrhomboides00023339,GO:0005525,GTP binding,,,,,,,,,
Lrhomboides00023341,GO:0003676,nucleic acid binding,,,,,,,,,
Lrhomboides00023342,GO:0003676,nucleic acid binding,,,,,,,,,
Lrhomboides00023343,GO:0003676,nucleic acid binding,,,,,,,,,
Lrhomboides00023344,GO:0003676,nucleic acid binding,,,,,,,,,
Lrhomboides00023344,GO:0004519,endonuclease activity,,,,,,,,,
Lrhomboides00023344,GO:0005524,ATP binding,,,,,,,,,
Lrhomboides00023344,GO:0140658,ATP-dependent chromatin remodeler activity,,,,,,,,,
Lrhomboides00023345,GO:0006351,"transcription, DNA-templated",,,,,,,,,
Lrhomboides00023345,GO:0006357,regulation of transcription by RNA polymerase II,,,,,,,,,
Lrhomboides00023345,GO:0016538,cyclin-dependent protein serine/threonine kinase regulator activity,,,,,,,,,
Lrhomboides00023346,,,,,,,,,,,
Lrhomboides00023347,GO:0005254,chloride channel activity,,,,,,,,,
Lrhomboides00023347,GO:0005515,protein binding,,,,,,,,,
Lrhomboides00023347,GO:0006749,glutathione metabolic process,,,,,,,,,
Lrhomboides00023347,GO:0007605,sensory perception of sound,,,,,,,,,
Lrhomboides00023349,GO:0016021,integral component of membrane,,,,,,,,,
Lrhomboides00023350,GO:0097367,carbohydrate derivative binding,,,,,,,,,
Lrhomboides00023350,GO:1901135,carbohydrate derivative metabolic process,,,,,,,,,
Lrhomboides00023351,,,,,,,,,,,
Lrhomboides00023353,GO:0003824,catalytic activity,,,,,,,,,
Lrhomboides00023354,GO:0000981,"DNA-binding transcription factor activity, RNA polymerase II-specific",,,,,,,,,
Lrhomboides00023354,GO:0003677,DNA binding,,,,,,,,,
Lrhomboides00023354,GO:0005634,nucleus,,,,,,,,,
Lrhomboides00023354,GO:0006355,"regulation of transcription, DNA-templated",,,,,,,,,
Lrhomboides00023354,GO:0007275,multicellular organism development,,,,,,,,,
Lrhomboides00023355,GO:0005515,protein binding,,,,,,,,,
Lrhomboides00023356,,,,,,,,,,,
Lrhomboides00023357,,,,,,,,,,,
Lrhomboides00023359,GO:0004888,transmembrane signaling receptor activity,,,,,,,,,
Lrhomboides00023359,GO:0004930,G protein-coupled receptor activity,,,,,,,,,
Lrhomboides00023359,GO:0007166,cell surface receptor signaling pathway,,,,,,,,,
Lrhomboides00023359,GO:0007186,G protein-coupled receptor signaling pathway,,,,,,,,,
Lrhomboides00023359,GO:0016020,membrane,,,,,,,,,
Lrhomboides00023359,GO:0016021,integral component of membrane,,,,,,,,,
Lrhomboides00023361,GO:0004888,transmembrane signaling receptor activity,,,,,,,,,
Lrhomboides00023361,GO:0004890,GABA-A receptor activity,,,,,,,,,
Lrhomboides00023361,GO:0005216,ion channel activity,,,,,,,,,
Lrhomboides00023361,GO:0005230,extracellular ligand-gated ion channel activity,,,,,,,,,
Lrhomboides00023361,GO:0006811,ion transport,,,,,,,,,
Lrhomboides00023361,GO:0006821,chloride transport,,,,,,,,,
Lrhomboides00023361,GO:0007214,gamma-aminobutyric acid signaling pathway,,,,,,,,,
Lrhomboides00023361,GO:0016021,integral component of membrane,,,,,,,,,
Lrhomboides00023361,GO:0034220,ion transmembrane transport,,,,,,,,,
Lrhomboides00023362,GO:0004888,transmembrane signaling receptor activity,,,,,,,,,
Lrhomboides00023362,GO:0004890,GABA-A receptor activity,,,,,,,,,
Lrhomboides00023362,GO:0005216,ion channel activity,,,,,,,,,
Lrhomboides00023362,GO:0005230,extracellular ligand-gated ion channel activity,,,,,,,,,
Lrhomboides00023362,GO:0006811,ion transport,,,,,,,,,
Lrhomboides00023362,GO:0016020,membrane,,,,,,,,,
Lrhomboides00023362,GO:0016021,integral component of membrane,,,,,,,,,
Lrhomboides00023362,GO:0034220,ion transmembrane transport,,,,,,,,,
Lrhomboides00023363,GO:0004888,transmembrane signaling receptor activity,,,,,,,,,
Lrhomboides00023363,GO:0004890,GABA-A receptor activity,,,,,,,,,
Lrhomboides00023363,GO:0005216,ion channel activity,,,,,,,,,
Lrhomboides00023363,GO:0005230,extracellular ligand-gated ion channel activity,,,,,,,,,
Lrhomboides00023363,GO:0006811,ion transport,,,,,,,,,
Lrhomboides00023363,GO:0016020,membrane,,,,,,,,,
Lrhomboides00023363,GO:0016021,integral component of membrane,,,,,,,,,
Lrhomboides00023363,GO:0034220,ion transmembrane transport,,,,,,,,,
Lrhomboides00023364,GO:0007034,vacuolar transport,,,,,,,,,
Lrhomboides00023364,GO:0030001,metal ion transport,,,,,,,,,
Lrhomboides00023365,GO:0001525,angiogenesis,,,,,,,,,
Lrhomboides00023365,GO:0007275,multicellular organism development,,,,,,,,,
Lrhomboides00023365,GO:0009953,dorsal/ventral pattern formation,,,,,,,,,
Lrhomboides00023365,GO:0009966,regulation of signal transduction,,,,,,,,,
Lrhomboides00023365,GO:0016020,membrane,,,,,,,,,
Lrhomboides00023365,GO:0040037,negative regulation of fibroblast growth factor receptor signaling pathway,,,,,,,,,
Lrhomboides00023365,GO:0042127,regulation of cell population proliferation,,,,,,,,,
Lrhomboides00023365,GO:0045595,regulation of cell differentiation,,,,,,,,,
Lrhomboides00023365,GO:0046580,negative regulation of Ras protein signal transduction,,,,,,,,,
Lrhomboides00023365,GO:0060841,venous blood vessel development,,,,,,,,,
Lrhomboides00023365,GO:0070373,negative regulation of ERK1 and ERK2 cascade,,,,,,,,,
Lrhomboides00023366,GO:0005515,protein binding,,,,,,,,,
Lrhomboides00023366,GO:0007409,axonogenesis,,,,,,,,,
Lrhomboides00023366,GO:0016021,integral component of membrane,,,,,,,,,
Lrhomboides00023366,GO:1905606,regulation of presynapse assembly,,,,,,,,,
Lrhomboides00023367,GO:0005515,protein binding,,,,,,,,,
Lrhomboides00023367,GO:0007409,axonogenesis,,,,,,,,,
Lrhomboides00023367,GO:0016021,integral component of membrane,,,,,,,,,
Lrhomboides00023367,GO:1905606,regulation of presynapse assembly,,,,,,,,,
Lrhomboides00023368,GO:0005515,protein binding,,,,,,,,,
Lrhomboides00023368,GO:0007409,axonogenesis,,,,,,,,,
Lrhomboides00023368,GO:0016021,integral component of membrane,,,,,,,,,
Lrhomboides00023368,GO:1905606,regulation of presynapse assembly,,,,,,,,,
Lrhomboides00023369,GO:0005515,protein binding,,,,,,,,,
Lrhomboides00023369,GO:0008270,zinc ion binding,,,,,,,,,
Lrhomboides00023370,,,,,,,,,,,
Lrhomboides00023370,GO:0007165,signal transduction,,,,,,,,,
Lrhomboides00023371,GO:0005634,nucleus,,,,,,,,,
Lrhomboides00023371,GO:0006325,chromatin organization,,,,,,,,,
Lrhomboides00023371,GO:0006355,"regulation of transcription, DNA-templated",,,,,,,,,
Lrhomboides00023372,GO:0005515,protein binding,,,,,,,,,
Lrhomboides00023372,GO:0005856,cytoskeleton,,,,,,,,,
Lrhomboides00023374,GO:0003953,NAD+ nucleosidase activity,,,,,,,,,
Lrhomboides00023374,GO:0004908,interleukin-1 receptor activity,,,,,,,,,
Lrhomboides00023374,GO:0007165,signal transduction,,,,,,,,,
Lrhomboides00023375,GO:0003953,NAD+ nucleosidase activity,,,,,,,,,
Lrhomboides00023375,GO:0004908,interleukin-1 receptor activity,,,,,,,,,
Lrhomboides00023375,GO:0007165,signal transduction,,,,,,,,,
Lrhomboides00023376,GO:0030104,water homeostasis,,,,,,,,,
Lrhomboides00023376,GO:2000019,negative regulation of male gonad development,,,,,,,,,
Lrhomboides00023377,GO:0004672,protein kinase activity,,,,,,,,,
Lrhomboides00023377,GO:0005515,protein binding,,,,,,,,,
Lrhomboides00023377,GO:0005524,ATP binding,,,,,,,,,
Lrhomboides00023377,GO:0006468,protein phosphorylation,,,,,,,,,
Lrhomboides00023378,,,,,,,,,,,
Lrhomboides00023379,,,,,,,,,,,
Lrhomboides00023379,GO:0005739,mitochondrion,,,,,,,,,
Lrhomboides00023380,GO:0005515,protein binding,,,,,,,,,
Lrhomboides00023380,GO:0007420,brain development,,,,,,,,,
Lrhomboides00023380,GO:0007507,heart development,,,,,,,,,
Lrhomboides00023380,GO:0008354,germ cell migration,,,,,,,,,
Lrhomboides00023380,GO:0009952,anterior/posterior pattern specification,,,,,,,,,
Lrhomboides00023381,GO:0016021,integral component of membrane,,,,,,,,,
Lrhomboides00023382,GO:0004222,metalloendopeptidase activity,,,,,,,,,
Lrhomboides00023382,GO:0006508,proteolysis,,,,,,,,,
Lrhomboides00023382,GO:0008237,metallopeptidase activity,,,,,,,,,
Lrhomboides00023382,GO:0008270,zinc ion binding,,,,,,,,,
Lrhomboides00023382,GO:0030198,extracellular matrix organization,,,,,,,,,
Lrhomboides00023382,GO:0062023,collagen-containing extracellular matrix,,,,,,,,,
Lrhomboides00023384,GO:0004222,metalloendopeptidase activity,,,,,,,,,
Lrhomboides00023384,GO:0006508,proteolysis,,,,,,,,,
Lrhomboides00023384,GO:0008237,metallopeptidase activity,,,,,,,,,
Lrhomboides00023384,GO:0030198,extracellular matrix organization,,,,,,,,,
Lrhomboides00023385,,,,,,,,,,,
Lrhomboides00023386,GO:0004867,serine-type endopeptidase inhibitor activity,,,,,,,,,
Lrhomboides00023386,GO:0007399,nervous system development,,,,,,,,,
Lrhomboides00023386,GO:0008201,heparin binding,,,,,,,,,
Lrhomboides00023386,GO:0016021,integral component of membrane,,,,,,,,,
Lrhomboides00023386,GO:0046914,transition metal ion binding,,,,,,,,,
Lrhomboides00023387,GO:0000276,"mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)",,,,,,,,,
Lrhomboides00023387,GO:0005739,mitochondrion,,,,,,,,,
Lrhomboides00023387,GO:0005743,mitochondrial inner membrane,,,,,,,,,
Lrhomboides00023387,GO:0006811,ion transport,,,,,,,,,
Lrhomboides00023387,GO:0015078,proton transmembrane transporter activity,,,,,,,,,
Lrhomboides00023387,GO:0015986,ATP synthesis coupled proton transport,,,,,,,,,
Lrhomboides00023387,GO:0016020,membrane,,,,,,,,,
Lrhomboides00023387,GO:1902600,proton transmembrane transport,,,,,,,,,
Lrhomboides00023388,,,,,,,,,,,
Lrhomboides00023388,GO:0007520,myoblast fusion,,,,,,,,,
Lrhomboides00023388,GO:0046982,protein heterodimerization activity,,,,,,,,,
Lrhomboides00023388,GO:0048534,hematopoietic or lymphoid organ development,,,,,,,,,
Lrhomboides00023389,GO:0000166,nucleotide binding,,,,,,,,,
Lrhomboides00023390,GO:0003924,GTPase activity,,,,,,,,,
Lrhomboides00023390,GO:0005525,GTP binding,,,,,,,,,
Lrhomboides00023390,GO:0007165,signal transduction,,,,,,,,,
Lrhomboides00023390,GO:0016020,membrane,,,,,,,,,
Lrhomboides00023390,GO:0032486,Rap protein signal transduction,,,,,,,,,
Lrhomboides00023391,GO:0001654,eye development,,,,,,,,,
Lrhomboides00023391,GO:0007507,heart development,,,,,,,,,
Lrhomboides00023391,GO:0007517,muscle organ development,,,,,,,,,
Lrhomboides00023391,GO:0043009,chordate embryonic development,,,,,,,,,
Lrhomboides00023391,GO:0046872,metal ion binding,,,,,,,,,
Lrhomboides00023393,GO:0007339,binding of sperm to zona pellucida,,,,,,,,,
Lrhomboides00023393,GO:0035803,egg coat formation,,,,,,,,,
Lrhomboides00023393,GO:0035804,structural constituent of egg coat,,,,,,,,,
Lrhomboides00023395,,,,,,,,,,,
Lrhomboides00023395,GO:0001525,angiogenesis,,,,,,,,,
Lrhomboides00023395,GO:0001570,vasculogenesis,,,,,,,,,
Lrhomboides00023395,GO:0001755,neural crest cell migration,,,,,,,,,
Lrhomboides00023395,GO:0005021,vascular endothelial growth factor-activated receptor activity,,,,,,,,,
Lrhomboides00023395,GO:0007411,axon guidance,,,,,,,,,
Lrhomboides00023395,GO:0016020,membrane,,,,,,,,,
Lrhomboides00023395,GO:0017154,semaphorin receptor activity,,,,,,,,,
Lrhomboides00023395,GO:0030947,regulation of vascular endothelial growth factor receptor signaling pathway,,,,,,,,,
Lrhomboides00023395,GO:0038084,vascular endothelial growth factor signaling pathway,,,,,,,,,
Lrhomboides00023395,GO:0042802,identical protein binding,,,,,,,,,
Lrhomboides00023396,GO:0005524,ATP binding,,,,,,,,,
Lrhomboides00023396,GO:0016021,integral component of membrane,,,,,,,,,
Lrhomboides00023396,GO:0055085,transmembrane transport,,,,,,,,,
Lrhomboides00023396,GO:0061072,iris morphogenesis,,,,,,,,,
Lrhomboides00023396,GO:0097325,melanocyte proliferation,,,,,,,,,
Lrhomboides00023396,GO:0140359,ABC-type transporter activity,,,,,,,,,
Lrhomboides00023397,GO:0000079,regulation of cyclin-dependent protein serine/threonine kinase activity,,,,,,,,,
Lrhomboides00023397,GO:0019901,protein kinase binding,,,,,,,,,
Lrhomboides00023398,,,,,,,,,,,
Lrhomboides00023399,,,,,,,,,,,
Lrhomboides00023400,GO:0003824,catalytic activity,,,,,,,,,
Lrhomboides00023400,GO:0006108,malate metabolic process,,,,,,,,,
Lrhomboides00023400,GO:0016615,malate dehydrogenase activity,,,,,,,,,
Lrhomboides00023400,GO:0016616,"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",,,,,,,,,
Lrhomboides00023401,GO:0044528,regulation of mitochondrial mRNA stability,,,,,,,,,
Lrhomboides00023404,GO:0007165,signal transduction,,,,,,,,,
Lrhomboides00023405,GO:0005576,extracellular region,,,,,,,,,
Lrhomboides00023405,GO:0046849,bone remodeling,,,,,,,,,
Lrhomboides00023406,GO:0004377,"GDP-Man:Man3GlcNAc2-PP-Dol alpha-1,2-mannosyltransferase activity",,,,,,,,,
Lrhomboides00023406,GO:0016757,glycosyltransferase activity,,,,,,,,,
Lrhomboides00023407,GO:0004181,metallocarboxypeptidase activity,,,,,,,,,
Lrhomboides00023407,GO:0006508,proteolysis,,,,,,,,,
Lrhomboides00023407,GO:0008270,zinc ion binding,,,,,,,,,
Lrhomboides00023407,GO:0042730,fibrinolysis,,,,,,,,,
Lrhomboides00023408,GO:0046872,metal ion binding,,,,,,,,,
Lrhomboides00023409,GO:0003735,structural constituent of ribosome,,,,,,,,,
Lrhomboides00023409,GO:0005840,ribosome,,,,,,,,,
Lrhomboides00023409,GO:0006412,translation,,,,,,,,,
Lrhomboides00023410,GO:0008146,sulfotransferase activity,,,,,,,,,
Lrhomboides00023410,GO:0016021,integral component of membrane,,,,,,,,,
Lrhomboides00023410,GO:0016051,carbohydrate biosynthetic process,,,,,,,,,
Lrhomboides00023411,GO:0004672,protein kinase activity,,,,,,,,,
Lrhomboides00023411,GO:0005524,ATP binding,,,,,,,,,
Lrhomboides00023411,GO:0006468,protein phosphorylation,,,,,,,,,
Lrhomboides00023412,GO:0004672,protein kinase activity,,,,,,,,,
Lrhomboides00023412,GO:0005524,ATP binding,,,,,,,,,
Lrhomboides00023412,GO:0006468,protein phosphorylation,,,,,,,,,
Lrhomboides00023413,GO:0046872,metal ion binding,,,,,,,,,
Lrhomboides00023414,GO:0003779,actin binding,,,,,,,,,
Lrhomboides00023414,GO:0005856,cytoskeleton,,,,,,,,,
Lrhomboides00023414,GO:0008092,cytoskeletal protein binding,,,,,,,,,
Lrhomboides00023415,GO:0005085,guanyl-nucleotide exchange factor activity,,,,,,,,,
Lrhomboides00023415,GO:0005515,protein binding,,,,,,,,,
Lrhomboides00023415,GO:0035556,intracellular signal transduction,,,,,,,,,
Lrhomboides00023416,,,,,,,,,,,
Lrhomboides00023417,GO:0003824,catalytic activity,,,,,,,,,
Lrhomboides00023417,GO:0008270,zinc ion binding,,,,,,,,,
Lrhomboides00023417,GO:0016787,hydrolase activity,,,,,,,,,
Lrhomboides00023418,GO:0005515,protein binding,,,,,,,,,
Lrhomboides00023419,GO:0005576,extracellular region,,,,,,,,,
Lrhomboides00023419,GO:0007399,nervous system development,,,,,,,,,
Lrhomboides00023419,GO:0008083,growth factor activity,,,,,,,,,
Lrhomboides00023420,GO:0000226,microtubule cytoskeleton organization,,,,,,,,,
Lrhomboides00023420,GO:0000922,spindle pole,,,,,,,,,
Lrhomboides00023420,GO:0005815,microtubule organizing center,,,,,,,,,
Lrhomboides00023420,GO:0007020,microtubule nucleation,,,,,,,,,
Lrhomboides00023420,GO:0043015,gamma-tubulin binding,,,,,,,,,
Lrhomboides00023421,GO:0000166,nucleotide binding,,,,,,,,,
Lrhomboides00023421,GO:0000287,magnesium ion binding,,,,,,,,,
Lrhomboides00023421,GO:0005215,transporter activity,,,,,,,,,
Lrhomboides00023421,GO:0005524,ATP binding,,,,,,,,,
Lrhomboides00023421,GO:0015914,phospholipid transport,,,,,,,,,
Lrhomboides00023421,GO:0016021,integral component of membrane,,,,,,,,,
Lrhomboides00023421,GO:0016887,ATP hydrolysis activity,,,,,,,,,
Lrhomboides00023421,GO:0045332,phospholipid translocation,,,,,,,,,
Lrhomboides00023421,GO:0140326,ATPase-coupled intramembrane lipid transporter activity,,,,,,,,,
Lrhomboides00023422,GO:0006355,"regulation of transcription, DNA-templated",,,,,,,,,
Lrhomboides00023422,GO:0007399,nervous system development,,,,,,,,,
Lrhomboides00023423,GO:0001525,angiogenesis,,,,,,,,,
Lrhomboides00023423,GO:0001568,blood vessel development,,,,,,,,,
Lrhomboides00023423,GO:0001935,endothelial cell proliferation,,,,,,,,,
Lrhomboides00023423,GO:0005085,guanyl-nucleotide exchange factor activity,,,,,,,,,
Lrhomboides00023423,GO:0005515,protein binding,,,,,,,,,
Lrhomboides00023423,GO:0055113,epiboly involved in gastrulation with mouth forming second,,,,,,,,,
Lrhomboides00023423,GO:0071896,protein localization to adherens junction,,,,,,,,,
Lrhomboides00023424,GO:0002688,regulation of leukocyte chemotaxis,,,,,,,,,
Lrhomboides00023424,GO:0004672,protein kinase activity,,,,,,,,,
Lrhomboides00023424,GO:0004713,protein tyrosine kinase activity,,,,,,,,,
Lrhomboides00023424,GO:0004715,non-membrane spanning protein tyrosine kinase activity,,,,,,,,,
Lrhomboides00023424,GO:0005524,ATP binding,,,,,,,,,
Lrhomboides00023424,GO:0005856,cytoskeleton,,,,,,,,,
Lrhomboides00023424,GO:0005925,focal adhesion,,,,,,,,,
Lrhomboides00023424,GO:0006468,protein phosphorylation,,,,,,,,,
Lrhomboides00023424,GO:0007165,signal transduction,,,,,,,,,
Lrhomboides00023424,GO:0007172,signal complex assembly,,,,,,,,,
Lrhomboides00023424,GO:0030155,regulation of cell adhesion,,,,,,,,,
Lrhomboides00023424,GO:0030334,regulation of cell migration,,,,,,,,,
Lrhomboides00023424,GO:0030500,regulation of bone mineralization,,,,,,,,,
Lrhomboides00023424,GO:0031234,extrinsic component of cytoplasmic side of plasma membrane,,,,,,,,,
Lrhomboides00023424,GO:0042127,regulation of cell population proliferation,,,,,,,,,
Lrhomboides00023424,GO:0045765,regulation of angiogenesis,,,,,,,,,
Lrhomboides00023424,GO:2000249,regulation of actin cytoskeleton reorganization,,,,,,,,,
Lrhomboides00023425,GO:0016021,integral component of membrane,,,,,,,,,
Lrhomboides00023426,GO:0016021,integral component of membrane,,,,,,,,,
Lrhomboides00023427,GO:0005515,protein binding,,,,,,,,,
Lrhomboides00023428,GO:0005525,GTP binding,,,,,,,,,
Lrhomboides00023429,GO:0005515,protein binding,,,,,,,,,
Lrhomboides00023430,GO:0000184,"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay",,,,,,,,,
Lrhomboides00023430,GO:0004674,protein serine/threonine kinase activity,,,,,,,,,
Lrhomboides00023430,GO:0005515,protein binding,,,,,,,,,
Lrhomboides00023430,GO:0016301,kinase activity,,,,,,,,,
Lrhomboides00023430,GO:0016310,phosphorylation,,,,,,,,,
Lrhomboides00023431,GO:0000184,"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay",,,,,,,,,
Lrhomboides00023431,GO:0004674,protein serine/threonine kinase activity,,,,,,,,,
Lrhomboides00023431,GO:0005515,protein binding,,,,,,,,,
Lrhomboides00023431,GO:0016301,kinase activity,,,,,,,,,
Lrhomboides00023431,GO:0016310,phosphorylation,,,,,,,,,
Lrhomboides00023432,GO:0003824,catalytic activity,,,,,,,,,
Lrhomboides00023432,GO:0010181,FMN binding,,,,,,,,,
Lrhomboides00023432,GO:0016491,oxidoreductase activity,,,,,,,,,
Lrhomboides00023434,GO:0005515,protein binding,,,,,,,,,
Lrhomboides00023435,GO:0004177,aminopeptidase activity,,,,,,,,,
Lrhomboides00023435,GO:0006508,proteolysis,,,,,,,,,
Lrhomboides00023435,GO:0008270,zinc ion binding,,,,,,,,,
Lrhomboides00023438,,,,,,,,,,,
Lrhomboides00023439,GO:0005524,ATP binding,,,,,,,,,
Lrhomboides00023439,GO:0016021,integral component of membrane,,,,,,,,,
Lrhomboides00023439,GO:0022857,transmembrane transporter activity,,,,,,,,,
